,actionDetails_generationTime,actionDetails_icon,actionDetails_pageId,actionDetails_pageIdAction,actionDetails_pageTitle,actionDetails_serverTimePretty,actionDetails_siteSearchKeyword,actionDetails_timeSpent,actionDetails_timeSpentPretty,actionDetails_timestamp,actionDetails_type,actionDetails_url,actions,browser,browserCode,browserFamily,browserFamilyDescription,browserIcon,browserName,browserVersion,city,continent,continentCode,country,countryCode,countryFlag,daysSinceFirstVisit,daysSinceLastEcommerceOrder,daysSinceLastVisit,deviceBrand,deviceModel,deviceType,deviceTypeIcon,events,firstActionTimestamp,goalConversions,idSite,idVisit,language,languageCode,lastActionDateTime,lastActionTimestamp,latitude,location,longitude,operatingSystem,operatingSystemCode,operatingSystemIcon,operatingSystemName,operatingSystemVersion,plugins,pluginsIcons,pluginsIcons_pluginIcon,pluginsIcons_pluginName,referrerKeyword,referrerKeywordPosition,referrerName,referrerSearchEngineIcon,referrerSearchEngineUrl,referrerType,referrerTypeName,referrerUrl,region,regionCode,resolution,searches,serverDate,serverDatePretty,serverDatePrettyFirstAction,serverTimePretty,serverTimePrettyFirstAction,serverTimestamp,siteCurrency,siteCurrencySymbol,userId,visitConverted,visitConvertedIcon,visitCount,visitDuration,visitDurationPretty,visitEcommerceStatus,visitEcommerceStatusIcon,visitIp,visitLocalHour,visitLocalTime,visitServerHour,visitorId,visitorType,visitorTypeIcon,City,Country,Domain,Isp,Latitude,Longitude,ip
825,0.11s,,2998193,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 8:32:29 AM",,8,8s,1449649949,action,http://www.surefit.net/index.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
826,0.001s,,2998199,266,Sure Fit - Account Information - Log In,"Dec 9, 2015 8:32:37 AM",,15,15s,1449649957,action,http://www.surefit.net/myaccount/login.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
827,0.001s,,2998211,1451,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 8:32:52 AM",,4,4s,1449649972,action,http://surefitwww1.inetu.net/index.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
828,0.002s,,2998212,1454,Sure Fit - Account Information - Log In,"Dec 9, 2015 8:32:56 AM",,6,6s,1449649976,action,http://surefitwww1.inetu.net/myaccount/login.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
829,0.45s,,2998216,1455,Sure Fit - Shopping - Shopping Cart Your Shopping Cart,"Dec 9, 2015 8:33:02 AM",,13,13s,1449649982,action,http://surefitwww1.inetu.net/shop/order/cart/,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
830,0.002s,,2998225,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 8:33:15 AM",,1068,17 min 48s,1449649995,action,http://www.surefit.net/index.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
831,0.002s,,2998810,1451,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 8:51:03 AM",,4,4s,1449651063,action,http://surefitwww1.inetu.net/index.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
832,0.001s,,2998814,1454,Sure Fit - Account Information - Log In,"Dec 9, 2015 8:51:07 AM",,1,1s,1449651067,action,http://surefitwww1.inetu.net/myaccount/login.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
833,0.003s,plugins/Morpheus/images/search_ico.png,2998817,,,"Dec 9, 2015 8:51:08 AM",matelasse damask,8,8s,1449651068,search,,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
834,0.6s,,2998823,1455,Sure Fit - Shopping - Shopping Cart Your Shopping Cart,"Dec 9, 2015 8:51:16 AM",,0,0s,1449651076,action,http://surefitwww1.inetu.net/shop/order/cart/,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
835,0.002s,,2998824,26142,Sure Fit - Matelasse Damask 18 Inch Pillow,"Dec 9, 2015 8:51:16 AM",,4,4s,1449651076,action,http://www.surefit.net/shop/categories/pillows-pillows/matelasse-damask-18-inch-pillow.cfm?sku=40575,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
836,0.42s,,2998829,1455,Sure Fit - Shopping - Shopping Cart Your Shopping Cart,"Dec 9, 2015 8:51:20 AM",,4,4s,1449651080,action,http://surefitwww1.inetu.net/shop/order/cart/,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
837,0.002s,,2998833,48830,Sure Fit - Matelasse Damask 18 Inch Pillow,"Dec 9, 2015 8:51:24 AM",,30,30s,1449651084,action,http://www.surefit.net/shop/categories/pillows-pillows/matelasse-damask-18-inch-pillow.cfm?sku=40574,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
838,,,2998846,48830,Sure Fit - Matelasse Damask 18 Inch Pillow,"Dec 9, 2015 8:51:54 AM",,389,6 min 29s,1449651114,action,http://www.surefit.net/shop/categories/pillows-pillows/matelasse-damask-18-inch-pillow.cfm?sku=40574,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
839,,plugins/Morpheus/images/link.gif,2999145,1168,,"Dec 9, 2015 8:58:23 AM",,421,7 min 1s,1449651503,outlink,http://surefitwww1.inetu.net/admin,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
840,,plugins/Morpheus/images/link.gif,2999431,1168,,"Dec 9, 2015 9:05:24 AM",,102,1 min 42s,1449651924,outlink,http://surefitwww1.inetu.net/admin,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
841,0.002s,,2999513,6,Sure Fit | Slipcovers | Furniture Covers | Pet Covers | Outdoor Covers,"Dec 9, 2015 9:07:06 AM",,6,6s,1449652026,action,http://www.surefit.net/index.cfm,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
842,0.006s,,2999518,3679,Sure Fit - Stretch Pique Lift Recliners,"Dec 9, 2015 9:07:12 AM",,806,13 min 26s,1449652032,action,http://www.surefit.net/shop/categories/lift-recliners/stretch-pique-lift-recliners.cfm?sku=38706,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
843,0.002s,,3000024,1077,Sure Fit - Waterproof Furniture Cover Slipcovers,"Dec 9, 2015 9:20:38 AM",,489,8 min 9s,1449652838,action,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-furniture-throws/waterproof-furniture-cover.cfm?sku=40896,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
844,0.002s,plugins/Morpheus/images/search_ico.png,3000342,,,"Dec 9, 2015 9:28:47 AM",silky touch,2,2s,1449653327,search,,34,Internet Explorer 11.0,IE,Trident,Trident (IE),plugins/DevicesDetection/images/browsers/IE.gif,Internet Explorer,11.0,Allentown,North America,amn,United States,us,plugins/UserCountry/images/flags/us.png,43,0,0,Unknown,,Desktop,plugins/DevicesDetection/images/screens/normal.gif,0,1449667393,0,3,536388,Language code en-us,en-us,2015-12-09 14:56:58,1449673018,40.605999,"Allentown, Pennsylvania, United States",-75.477997,Windows 7,WIN,plugins/DevicesDetection/images/os/WIN.gif,Windows,7,,,,,,,,,,direct,Direct Entry,http://www.surefit.net/shop/categories/sofa-loveseat-and-chair-slipcovers-stretch-separate-seat/stretch-suede-separate-seat.cfm?sku=36475,Pennsylvania,PA,1600x900,4,2015-12-09,"Wednesday, December 9, 2015","Wednesday, December 9, 2015",9:56:58 AM,8:23:13 AM,1449673018,USD,$,,0,,101,5626,1 hours 33 min,none,,65.201.171.253,8,08:23:12,14,b40ba3bd7a2390de,returning,plugins/Live/images/returningVisitor.gif,Allentown,United States,-,Surefit Inc,40.581600189208984,-75.52758026123047,65.201.171.253
